storm_id,storm_name,associated_records,storm_date,storm_time,rec_identifier,storm_type,latitude,longitude,max_sustained_wind(kt),minimum_pressure(mbar),category,coordinates,storm_state_code
AL211971,kristy,16,1971-10-18,18:00:00,,tropical depression,28.0,-57.3,25.0,1009.0,tropical depression,"(28.0, -57.3)",
AL211971,kristy,16,1971-10-19,00:00:00,,tropical depression,29.1,-57.1,25.0,1009.0,tropical depression,"(29.1, -57.1)",
AL211971,kristy,16,1971-10-19,06:00:00,,tropical depression,30.0,-56.8,25.0,-999.0,tropical depression,"(30.0, -56.8)",
AL211971,kristy,16,1971-10-19,12:00:00,,tropical depression,31.1,-56.3,25.0,-999.0,tropical depression,"(31.1, -56.3)",
AL211971,kristy,16,1971-10-19,18:00:00,,tropical depression,32.5,-54.7,30.0,1009.0,tropical depression,"(32.5, -54.7)",
AL211971,kristy,16,1971-10-20,00:00:00,,tropical storm,33.5,-52.8,35.0,-999.0,tropical storm,"(33.5, -52.8)",
AL211971,kristy,16,1971-10-20,06:00:00,,tropical storm,34.8,-49.8,35.0,-999.0,tropical storm,"(34.8, -49.8)",
AL211971,kristy,16,1971-10-20,12:00:00,,tropical storm,35.4,-47.1,45.0,997.0,tropical storm,"(35.4, -47.1)",
AL211971,kristy,16,1971-10-20,18:00:00,,tropical storm,36.4,-42.9,45.0,992.0,tropical storm,"(36.4, -42.9)",
AL211971,kristy,16,1971-10-21,00:00:00,,tropical storm,36.7,-38.3,40.0,-999.0,tropical storm,"(36.7, -38.3)",
AL211971,kristy,16,1971-10-21,06:00:00,,extratropical storm,37.0,-34.6,40.0,-999.0,extratropical storm,"(37.0, -34.6)",
AL211971,kristy,16,1971-10-21,12:00:00,,extratropical storm,38.2,-30.8,40.0,-999.0,extratropical storm,"(38.2, -30.8)",
AL211971,kristy,16,1971-10-21,18:00:00,,extratropical storm,40.5,-28.9,40.0,-999.0,extratropical storm,"(40.5, -28.9)",
AL221971,laura,39,1971-11-12,12:00:00,,tropical depression,12.0,-78.5,25.0,-999.0,tropical depression,"(12.0, -78.5)",
AL221971,laura,39,1971-11-12,18:00:00,,tropical depression,12.3,-78.8,30.0,-999.0,tropical depression,"(12.3, -78.8)",
AL221971,laura,39,1971-11-13,00:00:00,,tropical depression,12.7,-79.0,30.0,-999.0,tropical depression,"(12.7, -79.0)",
AL221971,laura,39,1971-11-13,06:00:00,,tropical depression,13.3,-79.6,30.0,-999.0,tropical depression,"(13.3, -79.6)",
AL221971,laura,39,1971-11-13,12:00:00,,tropical depression,13.8,-80.0,30.0,-999.0,tropical depression,"(13.8, -80.0)",
AL221971,laura,39,1971-11-13,18:00:00,,tropical depression,14.5,-80.6,30.0,-999.0,tropical depression,"(14.5, -80.6)",
AL221971,laura,39,1971-11-14,00:00:00,,tropical depression,15.2,-81.3,30.0,-999.0,tropical depression,"(15.2, -81.3)",
AL221971,laura,39,1971-11-14,06:00:00,,tropical depression,16.0,-82.0,30.0,-999.0,tropical depression,"(16.0, -82.0)",
AL221971,laura,39,1971-11-14,12:00:00,,tropical storm,16.6,-82.5,35.0,1004.0,tropical storm,"(16.6, -82.5)",
AL221971,laura,39,1971-11-14,18:00:00,,tropical storm,17.4,-83.2,40.0,-999.0,tropical storm,"(17.4, -83.2)",
AL221971,laura,39,1971-11-15,00:00:00,,tropical storm,18.2,-83.6,40.0,-999.0,tropical storm,"(18.2, -83.6)",
AL221971,laura,39,1971-11-15,06:00:00,,tropical storm,19.0,-83.8,45.0,-999.0,tropical storm,"(19.0, -83.8)",
AL221971,laura,39,1971-11-15,12:00:00,,tropical storm,19.8,-84.0,55.0,-999.0,tropical storm,"(19.8, -84.0)",
AL221971,laura,39,1971-11-15,18:00:00,,tropical storm,20.4,-84.1,60.0,-999.0,tropical storm,"(20.4, -84.1)",
AL221971,laura,39,1971-11-16,00:00:00,,tropical storm,21.0,-84.0,60.0,998.0,tropical storm,"(21.0, -84.0)",
AL221971,laura,39,1971-11-16,06:00:00,,tropical storm,21.4,-83.8,60.0,-999.0,tropical storm,"(21.4, -83.8)",
AL221971,laura,39,1971-11-16,12:00:00,,tropical storm,21.7,-83.5,60.0,-999.0,tropical storm,"(21.7, -83.5)",
AL221971,laura,39,1971-11-16,18:00:00,,tropical storm,21.4,-83.4,60.0,-999.0,tropical storm,"(21.4, -83.4)",
AL221971,laura,39,1971-11-17,00:00:00,,tropical storm,21.1,-83.3,60.0,995.0,tropical storm,"(21.1, -83.3)",
AL221971,laura,39,1971-11-17,06:00:00,,tropical storm,20.5,-83.5,60.0,-999.0,tropical storm,"(20.5, -83.5)",
AL221971,laura,39,1971-11-17,12:00:00,,tropical storm,20.1,-83.9,60.0,994.0,tropical storm,"(20.1, -83.9)",
AL221971,laura,39,1971-11-17,18:00:00,,tropical storm,19.9,-84.2,60.0,996.0,tropical storm,"(19.9, -84.2)",
AL221971,laura,39,1971-11-18,00:00:00,,tropical storm,19.7,-84.4,55.0,-999.0,tropical storm,"(19.7, -84.4)",
AL221971,laura,39,1971-11-18,06:00:00,,tropical storm,19.8,-84.7,50.0,1000.0,tropical storm,"(19.8, -84.7)",
AL221971,laura,39,1971-11-18,12:00:00,,tropical storm,19.9,-85.0,50.0,-999.0,tropical storm,"(19.9, -85.0)",
AL221971,laura,39,1971-11-18,18:00:00,,tropical storm,19.9,-85.2,50.0,1001.0,tropical storm,"(19.9, -85.2)",
AL221971,laura,39,1971-11-19,00:00:00,,tropical storm,19.7,-85.5,50.0,1003.0,tropical storm,"(19.7, -85.5)",
AL221971,laura,39,1971-11-19,06:00:00,,tropical storm,19.4,-85.5,45.0,-999.0,tropical storm,"(19.4, -85.5)",
AL221971,laura,39,1971-11-19,12:00:00,,tropical storm,19.1,-85.5,45.0,-999.0,tropical storm,"(19.1, -85.5)",
AL221971,laura,39,1971-11-19,18:00:00,,tropical storm,18.6,-85.7,45.0,1000.0,tropical storm,"(18.6, -85.7)",
AL221971,laura,39,1971-11-20,00:00:00,,tropical storm,18.2,-86.1,40.0,-999.0,tropical storm,"(18.2, -86.1)",
AL221971,laura,39,1971-11-20,06:00:00,,tropical storm,17.9,-86.5,50.0,1000.0,tropical storm,"(17.9, -86.5)",
AL221971,laura,39,1971-11-20,12:00:00,,tropical storm,17.6,-87.2,55.0,1000.0,tropical storm,"(17.6, -87.2)",
AL221971,laura,39,1971-11-20,18:00:00,,tropical storm,17.2,-87.7,60.0,997.0,tropical storm,"(17.2, -87.7)",
AL221971,laura,39,1971-11-21,00:00:00,,tropical storm,16.7,-88.2,60.0,997.0,tropical storm,"(16.7, -88.2)",
AL221971,laura,39,1971-11-21,06:00:00,,tropical storm,16.3,-88.6,60.0,-999.0,tropical storm,"(16.3, -88.6)",
AL221971,laura,39,1971-11-21,12:00:00,,tropical storm,16.0,-89.0,60.0,-999.0,tropical storm,"(16.0, -89.0)",
AL221971,laura,39,1971-11-21,18:00:00,,tropical storm,15.7,-89.4,60.0,-999.0,tropical storm,"(15.7, -89.4)",
AL221971,laura,39,1971-11-22,00:00:00,,tropical depression,15.3,-90.0,30.0,-999.0,tropical depression,"(15.3, -90.0)",
AL011972,alpha,24,1972-05-23,18:00:00,,subtropical depression,31.2,-78.2,25.0,1004.0,subtropical depression,"(31.2, -78.2)",
AL011972,alpha,24,1972-05-24,00:00:00,,subtropical depression,31.7,-77.0,30.0,-999.0,subtropical depression,"(31.7, -77.0)",
AL011972,alpha,24,1972-05-24,06:00:00,,subtropical depression,32.2,-76.6,30.0,1003.0,subtropical depression,"(32.2, -76.6)",
AL011972,alpha,24,1972-05-24,12:00:00,,subtropical depression,32.9,-76.2,30.0,-999.0,subtropical depression,"(32.9, -76.2)",
AL011972,alpha,24,1972-05-24,18:00:00,,subtropical depression,33.5,-75.7,30.0,-999.0,subtropical depression,"(33.5, -75.7)",
AL011972,alpha,24,1972-05-25,00:00:00,,subtropical depression,34.0,-75.4,30.0,1004.0,subtropical depression,"(34.0, -75.4)",
AL011972,alpha,24,1972-05-25,06:00:00,,subtropical depression,34.3,-75.1,30.0,-999.0,subtropical depression,"(34.3, -75.1)",
AL011972,alpha,24,1972-05-25,12:00:00,,subtropical depression,34.4,-74.6,30.0,-999.0,subtropical depression,"(34.4, -74.6)",
AL011972,alpha,24,1972-05-25,18:00:00,,subtropical depression,34.2,-74.1,30.0,-999.0,subtropical depression,"(34.2, -74.1)",
AL011972,alpha,24,1972-05-26,00:00:00,,subtropical storm,34.0,-73.5,45.0,-999.0,subtropical storm,"(34.0, -73.5)",
AL011972,alpha,24,1972-05-26,06:00:00,,subtropical storm,32.5,-74.6,50.0,-999.0,subtropical storm,"(32.5, -74.6)",
AL011972,alpha,24,1972-05-26,12:00:00,,subtropical storm,31.6,-75.7,60.0,1001.0,subtropical storm,"(31.6, -75.7)",
AL011972,alpha,24,1972-05-26,18:00:00,,subtropical storm,31.4,-75.9,55.0,-999.0,subtropical storm,"(31.4, -75.9)",
AL011972,alpha,24,1972-05-27,00:00:00,,subtropical storm,31.2,-76.2,50.0,-999.0,subtropical storm,"(31.2, -76.2)",
AL011972,alpha,24,1972-05-27,06:00:00,,subtropical storm,30.8,-77.1,45.0,-999.0,subtropical storm,"(30.8, -77.1)",
AL011972,alpha,24,1972-05-27,12:00:00,,subtropical storm,30.6,-78.4,55.0,-999.0,subtropical storm,"(30.6, -78.4)",
AL011972,alpha,24,1972-05-27,18:00:00,,subtropical storm,30.8,-80.1,50.0,991.0,subtropical storm,"(30.8, -80.1)",
AL011972,alpha,24,1972-05-28,00:00:00,,subtropical depression,31.0,-81.7,30.0,-999.0,subtropical depression,"(31.0, -81.7)",
AL011972,alpha,24,1972-05-28,06:00:00,,subtropical depression,30.5,-83.0,30.0,1011.0,subtropical depression,"(30.5, -83.0)",
AL011972,alpha,24,1972-05-28,12:00:00,,subtropical depression,29.8,-84.0,30.0,1012.0,subtropical depression,"(29.8, -84.0)",
AL011972,alpha,24,1972-05-28,18:00:00,,subtropical depression,29.2,-84.7,30.0,1013.0,subtropical depression,"(29.2, -84.7)",
AL011972,alpha,24,1972-05-29,00:00:00,,subtropical depression,28.8,-85.0,25.0,-999.0,subtropical depression,"(28.8, -85.0)",
AL011972,alpha,24,1972-05-29,06:00:00,,subtropical depression,28.4,-85.2,25.0,-999.0,subtropical depression,"(28.4, -85.2)",
AL011972,alpha,24,1972-05-29,12:00:00,,subtropical depression,27.8,-85.5,25.0,1013.0,subtropical depression,"(27.8, -85.5)",
AL021972,agnes,35,1972-06-14,12:00:00,,tropical depression,20.0,-89.0,25.0,-999.0,tropical depression,"(20.0, -89.0)",
AL021972,agnes,35,1972-06-14,18:00:00,,tropical depression,20.0,-88.7,25.0,-999.0,tropical depression,"(20.0, -88.7)",
AL021972,agnes,35,1972-06-15,00:00:00,,tropical depression,20.0,-88.4,25.0,-999.0,tropical depression,"(20.0, -88.4)",
AL021972,agnes,35,1972-06-15,06:00:00,,tropical depression,20.0,-88.1,25.0,-999.0,tropical depression,"(20.0, -88.1)",
AL021972,agnes,35,1972-06-15,12:00:00,,tropical depression,20.0,-87.8,25.0,-999.0,tropical depression,"(20.0, -87.8)",
AL021972,agnes,35,1972-06-15,18:00:00,,tropical depression,20.0,-87.4,30.0,-999.0,tropical depression,"(20.0, -87.4)",
AL021972,agnes,35,1972-06-16,00:00:00,,tropical depression,20.0,-87.0,30.0,1001.0,tropical depression,"(20.0, -87.0)",
AL021972,agnes,35,1972-06-16,06:00:00,,tropical depression,20.0,-86.6,30.0,-999.0,tropical depression,"(20.0, -86.6)",
AL021972,agnes,35,1972-06-16,12:00:00,,tropical storm,20.0,-86.2,40.0,998.0,tropical storm,"(20.0, -86.2)",
AL021972,agnes,35,1972-06-16,18:00:00,,tropical storm,20.2,-85.8,45.0,-999.0,tropical storm,"(20.2, -85.8)",
AL021972,agnes,35,1972-06-17,00:00:00,,tropical storm,20.5,-85.5,50.0,-999.0,tropical storm,"(20.5, -85.5)",
AL021972,agnes,35,1972-06-17,06:00:00,,tropical storm,20.9,-85.3,50.0,-999.0,tropical storm,"(20.9, -85.3)",
AL021972,agnes,35,1972-06-17,12:00:00,,tropical storm,21.4,-85.2,50.0,-999.0,tropical storm,"(21.4, -85.2)",
AL021972,agnes,35,1972-06-17,18:00:00,,tropical storm,21.9,-85.3,55.0,-999.0,tropical storm,"(21.9, -85.3)",
AL021972,agnes,35,1972-06-18,00:00:00,,tropical storm,22.4,-85.4,60.0,-999.0,tropical storm,"(22.4, -85.4)",
AL021972,agnes,35,1972-06-18,06:00:00,,tropical storm,23.0,-85.5,60.0,-999.0,tropical storm,"(23.0, -85.5)",
AL021972,agnes,35,1972-06-18,12:00:00,,hurricane,23.8,-85.6,65.0,986.0,1,"(23.8, -85.6)",
AL021972,agnes,35,1972-06-18,18:00:00,,hurricane,24.8,-85.7,65.0,983.0,1,"(24.8, -85.7)",
AL021972,agnes,35,1972-06-19,00:00:00,,hurricane,26.0,-85.7,75.0,982.0,1,"(26.0, -85.7)",
AL021972,agnes,35,1972-06-19,06:00:00,,hurricane,27.2,-85.7,75.0,978.0,1,"(27.2, -85.7)",
AL021972,agnes,35,1972-06-19,12:00:00,,hurricane,28.5,-85.7,75.0,978.0,1,"(28.5, -85.7)",
AL021972,agnes,35,1972-06-19,18:00:00,,hurricane,29.6,-85.6,65.0,983.0,1,"(29.6, -85.6)",
AL021972,agnes,35,1972-06-20,00:00:00,,tropical storm,30.5,-85.2,45.0,-999.0,tropical storm,"(30.5, -85.2)",
AL021972,agnes,35,1972-06-20,06:00:00,,tropical depression,31.4,-84.7,30.0,990.0,tropical depression,"(31.4, -84.7)",
AL021972,agnes,35,1972-06-20,12:00:00,,tropical depression,32.2,-83.8,30.0,-999.0,tropical depression,"(32.2, -83.8)",
AL021972,agnes,35,1972-06-20,18:00:00,,tropical depression,32.9,-82.8,30.0,992.0,tropical depression,"(32.9, -82.8)",
AL021972,agnes,35,1972-06-21,00:00:00,,tropical depression,33.5,-81.7,30.0,992.0,tropical depression,"(33.5, -81.7)",
AL021972,agnes,35,1972-06-21,06:00:00,,tropical depression,33.8,-80.2,30.0,-999.0,tropical depression,"(33.8, -80.2)",
AL021972,agnes,35,1972-06-21,12:00:00,,tropical depression,34.4,-79.0,30.0,990.0,tropical depression,"(34.4, -79.0)",
AL021972,agnes,35,1972-06-21,18:00:00,,tropical storm,35.2,-77.6,40.0,988.0,tropical storm,"(35.2, -77.6)",
AL021972,agnes,35,1972-06-22,00:00:00,,tropical storm,35.8,-75.7,45.0,-999.0,tropical storm,"(35.8, -75.7)",
AL021972,agnes,35,1972-06-22,06:00:00,,tropical storm,36.9,-74.3,50.0,-999.0,tropical storm,"(36.9, -74.3)",
AL021972,agnes,35,1972-06-22,12:00:00,,tropical storm,38.2,-73.1,60.0,977.0,tropical storm,"(38.2, -73.1)",
AL021972,agnes,35,1972-06-22,18:00:00,,tropical storm,40.2,-73.4,55.0,980.0,tropical storm,"(40.2, -73.4)",
AL021972,agnes,35,1972-06-23,00:00:00,,tropical storm,41.7,-74.5,45.0,-999.0,tropical storm,"(41.7, -74.5)",
AL101972,betty,42,1972-08-22,12:00:00,,subtropical depression,36.5,-64.0,30.0,-999.0,subtropical depression,"(36.5, -64.0)",
AL101972,betty,42,1972-08-22,18:00:00,,subtropical depression,37.0,-62.5,30.0,-999.0,subtropical depression,"(37.0, -62.5)",
AL101972,betty,42,1972-08-23,00:00:00,,subtropical depression,37.5,-61.0,30.0,-999.0,subtropical depression,"(37.5, -61.0)",
AL101972,betty,42,1972-08-23,06:00:00,,subtropical depression,37.5,-59.5,30.0,-999.0,subtropical depression,"(37.5, -59.5)",
AL101972,betty,42,1972-08-23,12:00:00,,subtropical depression,37.5,-58.0,30.0,-999.0,subtropical depression,"(37.5, -58.0)",
AL101972,betty,42,1972-08-23,18:00:00,,subtropical depression,37.3,-56.8,30.0,-999.0,subtropical depression,"(37.3, -56.8)",
AL101972,betty,42,1972-08-24,00:00:00,,subtropical storm,37.2,-56.2,35.0,-999.0,subtropical storm,"(37.2, -56.2)",
AL101972,betty,42,1972-08-24,06:00:00,,subtropical storm,37.2,-55.5,35.0,-999.0,subtropical storm,"(37.2, -55.5)",
AL101972,betty,42,1972-08-24,12:00:00,,subtropical storm,37.2,-54.8,35.0,-999.0,subtropical storm,"(37.2, -54.8)",
AL101972,betty,42,1972-08-24,18:00:00,,subtropical storm,37.3,-54.3,35.0,-999.0,subtropical storm,"(37.3, -54.3)",
AL101972,betty,42,1972-08-25,00:00:00,,subtropical storm,37.3,-53.8,35.0,-999.0,subtropical storm,"(37.3, -53.8)",
AL101972,betty,42,1972-08-25,06:00:00,,subtropical storm,37.3,-53.5,40.0,-999.0,subtropical storm,"(37.3, -53.5)",
AL101972,betty,42,1972-08-25,12:00:00,,subtropical storm,37.3,-53.3,45.0,997.0,subtropical storm,"(37.3, -53.3)",
AL101972,betty,42,1972-08-25,18:00:00,,subtropical storm,37.2,-53.1,45.0,1002.0,subtropical storm,"(37.2, -53.1)",
AL101972,betty,42,1972-08-26,00:00:00,,subtropical storm,37.4,-52.9,55.0,992.0,subtropical storm,"(37.4, -52.9)",
AL101972,betty,42,1972-08-26,06:00:00,,subtropical storm,37.7,-52.7,55.0,-999.0,subtropical storm,"(37.7, -52.7)",
AL101972,betty,42,1972-08-26,12:00:00,,subtropical storm,38.0,-52.4,55.0,998.0,subtropical storm,"(38.0, -52.4)",
AL101972,betty,42,1972-08-26,18:00:00,,subtropical storm,38.3,-52.0,55.0,998.0,subtropical storm,"(38.3, -52.0)",
AL101972,betty,42,1972-08-27,00:00:00,,subtropical storm,38.5,-51.0,60.0,-999.0,subtropical storm,"(38.5, -51.0)",
AL101972,betty,42,1972-08-27,06:00:00,,subtropical storm,38.5,-49.0,60.0,-999.0,subtropical storm,"(38.5, -49.0)",
AL101972,betty,42,1972-08-27,12:00:00,,hurricane,38.8,-46.6,80.0,987.0,1,"(38.8, -46.6)",
AL101972,betty,42,1972-08-27,18:00:00,,hurricane,40.0,-44.6,85.0,-999.0,2,"(40.0, -44.6)",
AL101972,betty,42,1972-08-28,00:00:00,,hurricane,40.5,-42.6,90.0,976.0,2,"(40.5, -42.6)",
AL101972,betty,42,1972-08-28,06:00:00,,hurricane,40.9,-40.7,85.0,-999.0,2,"(40.9, -40.7)",
AL101972,betty,42,1972-08-28,12:00:00,,hurricane,41.1,-39.9,85.0,977.0,2,"(41.1, -39.9)",
AL101972,betty,42,1972-08-28,18:00:00,,hurricane,41.2,-37.0,85.0,978.0,2,"(41.2, -37.0)",
AL101972,betty,42,1972-08-29,00:00:00,,hurricane,41.0,-35.7,85.0,981.0,2,"(41.0, -35.7)",
AL101972,betty,42,1972-08-29,06:00:00,,hurricane,41.2,-34.6,85.0,982.0,2,"(41.2, -34.6)",
AL101972,betty,42,1972-08-29,12:00:00,,hurricane,41.6,-33.4,85.0,986.0,2,"(41.6, -33.4)",
AL101972,betty,42,1972-08-29,18:00:00,,hurricane,41.7,-32.5,80.0,989.0,1,"(41.7, -32.5)",
AL101972,betty,42,1972-08-30,00:00:00,,hurricane,41.6,-32.2,75.0,989.0,1,"(41.6, -32.2)",
AL101972,betty,42,1972-08-30,06:00:00,,hurricane,41.5,-32.1,75.0,989.0,1,"(41.5, -32.1)",
AL101972,betty,42,1972-08-30,12:00:00,,hurricane,41.2,-32.2,70.0,996.0,1,"(41.2, -32.2)",
AL101972,betty,42,1972-08-30,18:00:00,,hurricane,40.9,-32.6,65.0,999.0,1,"(40.9, -32.6)",
AL101972,betty,42,1972-08-31,00:00:00,,tropical storm,40.6,-34.0,55.0,1002.0,tropical storm,"(40.6, -34.0)",
AL101972,betty,42,1972-08-31,06:00:00,,tropical storm,40.7,-35.4,45.0,1006.0,tropical storm,"(40.7, -35.4)",
AL101972,betty,42,1972-08-31,12:00:00,,tropical storm,41.1,-36.8,40.0,1006.0,tropical storm,"(41.1, -36.8)",
AL101972,betty,42,1972-08-31,18:00:00,,tropical storm,41.9,-37.8,40.0,1008.0,tropical storm,"(41.9, -37.8)",
AL101972,betty,42,1972-09-01,00:00:00,,tropical storm,42.9,-38.0,35.0,-999.0,tropical storm,"(42.9, -38.0)",
AL101972,betty,42,1972-09-01,06:00:00,,tropical storm,44.0,-38.1,40.0,-999.0,tropical storm,"(44.0, -38.1)",
AL101972,betty,42,1972-09-01,12:00:00,,tropical storm,45.1,-37.9,45.0,999.0,tropical storm,"(45.1, -37.9)",
AL101972,betty,42,1972-09-01,18:00:00,,tropical storm,46.2,-37.9,50.0,-999.0,tropical storm,"(46.2, -37.9)",
AL111972,carrie,29,1972-08-29,12:00:00,,tropical depression,29.0,-78.5,30.0,1012.0,tropical depression,"(29.0, -78.5)",
AL111972,carrie,29,1972-08-29,18:00:00,,tropical depression,29.8,-77.2,30.0,-999.0,tropical depression,"(29.8, -77.2)",
AL111972,carrie,29,1972-08-30,00:00:00,,tropical depression,30.5,-76.0,30.0,-999.0,tropical depression,"(30.5, -76.0)",
AL111972,carrie,29,1972-08-30,06:00:00,,tropical depression,31.0,-75.0,30.0,-999.0,tropical depression,"(31.0, -75.0)",
AL111972,carrie,29,1972-08-30,12:00:00,,tropical depression,31.5,-74.0,30.0,-999.0,tropical depression,"(31.5, -74.0)",
AL111972,carrie,29,1972-08-30,18:00:00,,tropical depression,32.0,-73.0,30.0,-999.0,tropical depression,"(32.0, -73.0)",
AL111972,carrie,29,1972-08-31,00:00:00,,tropical storm,32.5,-72.0,35.0,-999.0,tropical storm,"(32.5, -72.0)",
AL111972,carrie,29,1972-08-31,06:00:00,,tropical storm,33.0,-71.2,40.0,-999.0,tropical storm,"(33.0, -71.2)",
AL111972,carrie,29,1972-08-31,12:00:00,,tropical storm,33.5,-70.5,45.0,-999.0,tropical storm,"(33.5, -70.5)",
AL111972,carrie,29,1972-08-31,18:00:00,,tropical storm,33.8,-69.7,50.0,1002.0,tropical storm,"(33.8, -69.7)",
AL111972,carrie,29,1972-09-01,00:00:00,,tropical storm,34.3,-69.3,50.0,-999.0,tropical storm,"(34.3, -69.3)",
AL111972,carrie,29,1972-09-01,06:00:00,,tropical storm,34.5,-69.0,50.0,-999.0,tropical storm,"(34.5, -69.0)",
AL111972,carrie,29,1972-09-01,12:00:00,,tropical storm,35.0,-69.0,50.0,-999.0,tropical storm,"(35.0, -69.0)",
AL111972,carrie,29,1972-09-01,18:00:00,,tropical storm,35.2,-69.0,45.0,-999.0,tropical storm,"(35.2, -69.0)",
AL111972,carrie,29,1972-09-02,00:00:00,,tropical storm,35.5,-69.2,40.0,-999.0,tropical storm,"(35.5, -69.2)",
AL111972,carrie,29,1972-09-02,06:00:00,,tropical storm,36.2,-70.1,35.0,-999.0,tropical storm,"(36.2, -70.1)",
AL111972,carrie,29,1972-09-02,12:00:00,,tropical storm,36.9,-70.9,40.0,1007.0,tropical storm,"(36.9, -70.9)",
AL111972,carrie,29,1972-09-02,18:00:00,,tropical storm,37.4,-71.0,40.0,-999.0,tropical storm,"(37.4, -71.0)",
AL111972,carrie,29,1972-09-03,00:00:00,,tropical storm,37.9,-71.2,45.0,1002.0,tropical storm,"(37.9, -71.2)",
AL111972,carrie,29,1972-09-03,06:00:00,,tropical storm,38.8,-71.1,50.0,-999.0,tropical storm,"(38.8, -71.1)",
AL111972,carrie,29,1972-09-03,12:00:00,,tropical storm,39.7,-70.8,55.0,-999.0,tropical storm,"(39.7, -70.8)",
AL111972,carrie,29,1972-09-03,18:00:00,,tropical storm,40.6,-70.2,60.0,993.0,tropical storm,"(40.6, -70.2)",
AL111972,carrie,29,1972-09-04,00:00:00,,extratropical storm,41.5,-69.5,55.0,992.0,extratropical storm,"(41.5, -69.5)",
AL111972,carrie,29,1972-09-04,06:00:00,,extratropical storm,42.8,-68.5,50.0,-999.0,extratropical storm,"(42.8, -68.5)",
AL111972,carrie,29,1972-09-04,12:00:00,,extratropical storm,44.8,-67.5,50.0,-999.0,extratropical storm,"(44.8, -67.5)",
AL111972,carrie,29,1972-09-04,18:00:00,,extratropical storm,45.7,-66.5,45.0,-999.0,extratropical storm,"(45.7, -66.5)",
AL111972,carrie,29,1972-09-05,00:00:00,,extratropical storm,46.5,-65.5,40.0,1005.0,extratropical storm,"(46.5, -65.5)",
AL111972,carrie,29,1972-09-05,06:00:00,,extratropical storm,46.8,-64.5,40.0,-999.0,extratropical storm,"(46.8, -64.5)",
AL111972,carrie,29,1972-09-05,12:00:00,,extratropical storm,47.0,-63.0,40.0,-999.0,extratropical storm,"(47.0, -63.0)",
AL131972,dawn,39,1972-09-05,00:00:00,,tropical depression,23.8,-79.4,30.0,-999.0,tropical depression,"(23.8, -79.4)",
AL131972,dawn,39,1972-09-05,06:00:00,,tropical depression,24.3,-80.0,30.0,-999.0,tropical depression,"(24.3, -80.0)",
AL131972,dawn,39,1972-09-05,12:00:00,,tropical depression,24.9,-80.4,30.0,-999.0,tropical depression,"(24.9, -80.4)",
AL131972,dawn,39,1972-09-05,18:00:00,,tropical depression,25.6,-80.5,30.0,1007.0,tropical depression,"(25.6, -80.5)",
AL131972,dawn,39,1972-09-06,00:00:00,,tropical depression,26.2,-79.9,30.0,-999.0,tropical depression,"(26.2, -79.9)",
AL131972,dawn,39,1972-09-06,06:00:00,,tropical depression,26.8,-79.0,30.0,-999.0,tropical depression,"(26.8, -79.0)",
AL131972,dawn,39,1972-09-06,12:00:00,,tropical storm,27.3,-77.9,40.0,-999.0,tropical storm,"(27.3, -77.9)",
AL131972,dawn,39,1972-09-06,18:00:00,,tropical storm,28.2,-76.0,50.0,1005.0,tropical storm,"(28.2, -76.0)",
AL131972,dawn,39,1972-09-07,00:00:00,,tropical storm,29.2,-74.4,55.0,-999.0,tropical storm,"(29.2, -74.4)",
AL131972,dawn,39,1972-09-07,06:00:00,,tropical storm,30.2,-72.8,55.0,1001.0,tropical storm,"(30.2, -72.8)",
AL131972,dawn,39,1972-09-07,12:00:00,,tropical storm,32.0,-71.2,60.0,-999.0,tropical storm,"(32.0, -71.2)",
AL131972,dawn,39,1972-09-07,18:00:00,,hurricane,33.8,-70.4,65.0,-999.0,1,"(33.8, -70.4)",
AL131972,dawn,39,1972-09-08,00:00:00,,hurricane,35.2,-70.8,70.0,998.0,1,"(35.2, -70.8)",
AL131972,dawn,39,1972-09-08,06:00:00,,hurricane,36.0,-71.5,70.0,-999.0,1,"(36.0, -71.5)",
AL131972,dawn,39,1972-09-08,12:00:00,,hurricane,36.4,-72.4,70.0,997.0,1,"(36.4, -72.4)",
AL131972,dawn,39,1972-09-08,18:00:00,,hurricane,36.6,-73.5,65.0,-999.0,1,"(36.6, -73.5)",
AL131972,dawn,39,1972-09-09,00:00:00,,tropical storm,36.1,-74.2,60.0,1000.0,tropical storm,"(36.1, -74.2)",
AL131972,dawn,39,1972-09-09,06:00:00,,tropical storm,35.6,-74.5,50.0,-999.0,tropical storm,"(35.6, -74.5)",
AL131972,dawn,39,1972-09-09,12:00:00,,tropical storm,35.0,-74.2,45.0,1005.0,tropical storm,"(35.0, -74.2)",
AL131972,dawn,39,1972-09-09,18:00:00,,tropical storm,34.8,-73.9,45.0,-999.0,tropical storm,"(34.8, -73.9)",
AL131972,dawn,39,1972-09-10,00:00:00,,tropical storm,34.1,-73.0,45.0,-999.0,tropical storm,"(34.1, -73.0)",
AL131972,dawn,39,1972-09-10,06:00:00,,tropical storm,33.4,-72.2,45.0,-999.0,tropical storm,"(33.4, -72.2)",
AL131972,dawn,39,1972-09-10,12:00:00,,tropical storm,32.9,-71.9,45.0,-999.0,tropical storm,"(32.9, -71.9)",
AL131972,dawn,39,1972-09-10,18:00:00,,tropical storm,32.0,-71.8,45.0,-999.0,tropical storm,"(32.0, -71.8)",
